Item ID,Link,Timestamp
29407151,https://us.shein.com/SHEIN-EZwear-Solid-Color-Knitted-Cropped-Tank-Top-p-29407151.html,2024-04-12 17:07:27.896624
28800428,https://us.shein.com/SHEIN-EZwear-Women-s-Casual-4pcs-Set-Solid-Cropped-Slim-Fit-Short-Sleeve-T-Shirt-Summer-p-28800428.html,2024-04-12 17:07:27.900178
29890653,https://us.shein.com/SHEIN-LUNE-Women-s-Round-Neck-Letter-Printed-Short-Sleeve-T-Shirt-p-29890653.html,2024-04-12 17:07:27.903557
10263011,https://us.shein.com/SHEIN-EZwear-Palm-Tree-Slogan-Graphic-Notched-Neck-Tank-Top-p-10263011.html,2024-04-12 17:07:27.908351
21508014,https://us.shein.com/SHEIN-EZwear-Letter-Graphic-Drop-Shoulder-Tee-p-21508014.html,2024-04-12 17:07:27.911739
30203201,https://us.shein.com/SHEIN-LUNE-Women-Tank-Tops-Camis-White-Top-p-30203201.html,2024-04-12 17:07:27.919802
19983995,https://us.shein.com/SHEIN-LUNE-Letter-Graphic-Tee-p-19983995.html,2024-04-12 17:07:27.923104
25099300,https://us.shein.com/SHEIN-ICON-Drawstring-Front-Lettuce-Trim-Split-Hem-Tube-Top-p-25099300.html,2024-04-12 17:07:27.926295
27016652,https://us.shein.com/SHEIN-EZwear-Women-s-Short-Sleeve-T-Shirt-p-27016652.html,2024-04-12 17:07:27.929672
1954972,https://us.shein.com/SHEIN-EZwear-Raglan-Sleeve-Two-Tone-Crop-Top-p-1954972.html,2024-04-12 17:07:27.934705
23235757,https://us.shein.com/SHEIN-Frenchy-Solid-Drop-Shoulder-Button-Front-Shirt-p-23235757.html,2024-04-12 17:07:27.938028
27824868,https://us.shein.com/SHEIN-Essnce-Jacquard-Blouse-With-Ruffled-Hem-p-27824868.html,2024-04-12 17:07:27.941337
27490896,https://us.shein.com/Floral-Print-Fold-Pleated-Detail-Blouse-p-27490896.html,2024-04-12 17:07:27.944648
19647472,https://us.shein.com/SHEIN-LUNE-Eyelet-Embroidery-Button-Detail-Tank-Top-p-19647472.html,2024-04-12 17:07:27.947838
30354593,https://us.shein.com/SHEIN-LUNE-Color-Block-Striped-Casual-Camisole-Top-p-30354593.html,2024-04-12 17:07:27.951304
27888011,https://us.shein.com/DAZY-Women-S-Hollow-Out-Long-Sleeve-Top-p-27888011.html,2024-04-12 17:07:27.954668
11038970,https://us.shein.com/SHEIN-EZwear-Butterfly-Print-Drop-Shoulder-Tee-p-11038970.html,2024-04-12 17:07:27.957987
