Title,Composition,Price,Image,Timestamp,SKU,Link,Type,Polyester,Elastane,Viscose,Cotton,Polyamide,Modal,Biodegradable,BiodegradableRatio,MaterialCount
SHEIN EZwear Ladies' Knitted Three-color Camisole/ Tank Top,"94% Viscose, 6% Elastane, 95% Viscose, 5% Elastane",,https://img.ltwebstatic.com/images3_pi/2023/11/21/a9/17005344535f93c76a54a1839122876cd67e8454c9_thumbnail_220x293.jpg,2023-12-11 01:03:08.772336,sz2307186771622942,https://us.shein.com/SHEIN-EZwear-Ladies-Knitted-Three-color-Camisole-Tank-Top-p-26718245-cat-1779.html,1779,0,5,95,0,0,0,False,95,2
