Title,Composition,Price,Image,Timestamp,SKU,Link,Type
SHEIN ICON Women's Rose Mesh Irregular Hem Camisole Top,"90% Polyamide, 10% Elastane",6.79,https://img.ltwebstatic.com/images3_pi/2024/02/01/67/170676247801071c88c571103f37d0a998e5ca2924_thumbnail_220x293.jpg,2024-03-08 05:06:09.443012,sz2312053346756931,https://us.shein.com/SHEIN-ICON-Women-s-Rose-Mesh-Irregular-Hem-Camisole-Top-p-29809214.html,1779
