Title,Composition,Price,Image,Timestamp,SKU,Link
The Powerpuff Girls | ROMWE 2 In 1 Cartoon Graphic Tee,"62% Polyester, 33% Cotton, 5% Elastane",15.99,https://img.ltwebstatic.com/images3_pi/2023/10/30/92/169864957807474907d92e1e360fc4f4fe74f1800f_thumbnail_220x293.jpg,2023-11-13 05:55:41.503006,rz2307261736286746,https://us.shein.com/The-Powerpuff-Girls-ROMWE-2-In-1-Cartoon-Graphic-Tee-p-24808685-cat-1738.html
