Title,Composition,Price,Image,Timestamp,SKU,Link,Type
CARDCAPTOR SAKURA | SHEIN High Neck Cartoon Printed Raglan Sleeve T-Shirt,"95% Cotton, 5% Elastane",9.79,https://img.ltwebstatic.com/images3_pi/2023/11/27/1a/17010853564b507da51bf14e6fb541edf2550c8938_thumbnail_220x293.jpg,2024-01-13 03:55:16.335573,sz2308080021480208,https://us.shein.com/CARDCAPTOR-SAKURA-SHEIN-High-Neck-Cartoon-Printed-Raglan-Sleeve-T-Shirt-p-26881250.html,1738
