Title,Composition,Price,Image,Timestamp,SKU,Link
Harry Potter | ROMWE Women's Tight-fit Fashionable Short T-shirt With Letter & Number Print,"95% Cotton, 5% Elastane",,https://img.ltwebstatic.com/images3_pi/2023/11/07/3d/1699340733398319fdedf9684599353b4c5451576f_thumbnail_220x293.jpg,2024-01-01 00:07:10.112625,rz2310194188028955,https://us.shein.com/Harry-Potter-ROMWE-Women-s-Tight-fit-Fashionable-Short-T-shirt-With-Letter-Number-Print-p-27028338-cat-1738.html
