Title,Composition,Price,Image,Timestamp,SKU,Link
SHEIN LUNE Sunflower And Butterfly Print Tee,"60% Cotton, 40% Polyester",6.49,https://img.ltwebstatic.com/images3_pi/2023/10/09/ab/1696815851b30db283ccd608a9c4ed133df5c9cbd2_thumbnail_220x293.jpg,2023-11-15 00:13:26.407864,sz2306232492247860,https://us.shein.com/SHEIN-LUNE-Sunflower-And-Butterfly-Print-Tee-p-24315143-cat-1738.html
