Title,Composition,Price,Image,Timestamp,SKU,Link
SHEIN MOD Women's Slim Fit T-shirt With Ruffle Decoration And Flare Sleeves,"95% Polyester, 5% Elastane",,https://img.ltwebstatic.com/images3_pi/2023/11/16/07/1700106006449089df8d5cc300eaf5161905bd4f0f_thumbnail_220x293.jpg,2023-12-05 00:38:15.142616,sz2308153271418141,https://us.shein.com/SHEIN-MOD-Women-s-Slim-Fit-T-shirt-With-Ruffle-Decoration-And-Flare-Sleeves-p-25367665-cat-1738.html
