Title,Composition,Price,Image,Timestamp,SKU,Link,Type
SHEIN VCAY Women's Multi-Layered Frill Trim Raglan Short Sleeve Round-Neck Blouse,100% Polyester,10.39,https://img.ltwebstatic.com/images3_pi/2024/01/11/ba/17049605671db94f909920105e6c4260cccd4e327a_thumbnail_220x293.jpg,2024-02-09 13:21:24.197005,sz2311293915975674,https://us.shein.com/SHEIN-VCAY-Women-s-Multi-Layered-Frill-Trim-Raglan-Short-Sleeve-Round-Neck-Blouse-p-29001639.html,1733
