Title,Composition,Price,Image,Timestamp,SKU,Link,Type
SHEIN LUNE Sweet And Cute Love Heart Digital Print Round Neck Casual Fashion Raglan Sleeve T-Shirt,"95% Polyester, 5% Elastane",6.96,https://img.ltwebstatic.com/images3_pi/2023/12/29/64/170381584193eb53f9f880b45ea46e4d28b1c7e110_thumbnail_220x293.jpg,2024-01-23 05:35:59.581982,sz2312283696696689,https://us.shein.com/SHEIN-LUNE-Sweet-And-Cute-Love-Heart-Digital-Print-Round-Neck-Casual-Fashion-Raglan-Sleeve-T-Shirt-p-28328852.html,1738
