Title,Composition,Price,Image,Timestamp,SKU,Link
SHEIN Clasi Polka Dot Print Button Detail Tee,"95% Polyester, 5% Elastane",7.49,https://img.ltwebstatic.com/images3_pi/2023/11/07/49/16993235615561c4d1124038f3b4ff3ab219eca873_thumbnail_220x293.jpg,2023-12-10 01:12:29.512151,sz2309150050004075,https://us.shein.com/SHEIN-Clasi-Polka-Dot-Print-Button-Detail-Tee-p-26055486-cat-1738.html
