Title,Composition,Price,Image,Timestamp,SKU,Link
SHEIN BAE Solid Backless Crop Tee,"94% Viscose, 6% Elastane",6.99,https://img.ltwebstatic.com/images3_pi/2023/10/25/14/1698221468dfd8d440387ce3200d7d5bb5f6aff649_thumbnail_220x293.jpg,2023-11-19 17:01:45.071084,sw2207224974998172,https://us.shein.com/SHEIN-BAE-Solid-Backless-Crop-Tee-p-25343122-cat-1738.html
