Title,Composition,Price,Image,Timestamp,SKU,Link
SHEIN Essnce Ruched Heart Cut Out Detail Tee,"93% Polyester, 7% Elastane",6.49,https://img.ltwebstatic.com/images3_pi/2023/10/11/b5/1696989775903aff2b46822efdd8c6767663d873e6_thumbnail_220x293.jpg,2023-11-13 01:37:13.856998,sz2309147500570025,https://us.shein.com/SHEIN-Essnce-Ruched-Heart-Cut-Out-Detail-Tee-p-24441913-cat-1738.html
