Title,Composition,Price,Image,Timestamp,SKU,Link
MOTF PREMIUM ALLOVER PRINT NOTCHED NECKLINE LANTERN SLEEVE BLOUSE,100% Polyester,,http://img.ltwebstatic.com/images3_pi/2023/11/29/f6/170124415888f5c228076046c34a33ec0a37f6ed78.png,2024-01-12 22:47:36.598530,sz2309196779694790,https://us.shein.com/MOTF-PREMIUM-ALLOVER-PRINT-NOTCHED-NECKLINE-LANTERN-SLEEVE-BLOUSE-p-26392910.html
