Title,Composition,Price,Image,Timestamp,SKU,Link
Harry Potter | ROMWE Women's College Style Cropped Shirt,100% Cotton,,https://img.ltwebstatic.com/images3_pi/2023/11/07/30/1699335512c9612a06a92ae08289108cfa4feeb228_thumbnail_220x293.jpg,2023-12-17 00:23:33.038532,rz2308097466621146,https://us.shein.com/Harry-Potter-ROMWE-Women-s-College-Style-Cropped-Shirt-p-26318827-cat-1733.html
