Title,Composition,Price,Image,Timestamp,SKU,Link
SHEIN Coolane Two Tone Mock Neck Crop Tee,"95% Polyester, 5% Elastane",4.8,https://img.ltwebstatic.com/images3_pi/2023/11/02/ad/1698889816f9e303f603fb976bc8734eb879031644_thumbnail_220x293.jpg,2023-12-07 00:27:54.907341,sz2309271163013611,https://us.shein.com/SHEIN-Coolane-Two-Tone-Mock-Neck-Crop-Tee-p-25835429-cat-1738.html
