Title,Composition,Price,Image,Timestamp,SKU,Link,Type
WB Horror | ROMWE Graphic Print Tee,"95% Polyester, 5% Elastane",11.89,https://img.ltwebstatic.com/images3_pi/2022/09/13/1663061094b5a15140c3120a6b80f920278af8d463_thumbnail_220x293.jpg,2024-01-28 05:19:59.772,rw2208251401145108,https://us.shein.com/WB-Horror-ROMWE-Graphic-Print-Tee-p-11660511.html,1738
