Title,Composition,Price,Image,Timestamp,SKU,Link,Type
SHEIN LUNE Long Sleeve Lace Shirt,100% Polyester,14.29,https://img.ltwebstatic.com/images3_pi/2024/01/03/13/17042758230d7be424eb7838b5ca0b9ab8b32c036e_thumbnail_220x293.jpg,2024-01-27 05:54:25.025370,sz2311134229254811,https://us.shein.com/SHEIN-LUNE-Long-Sleeve-Lace-Shirt-p-28423235.html,1733
