Title,Composition,Price,Image,Timestamp,SKU,Link,Type
Harley Quinn | ROMWE Slogan Figure Graphic Drop Shoulder Tee,"95% Polyester, 5% Elastane",13.0,https://img.ltwebstatic.com/images3_pi/2022/09/05/1662375874bd64b6e978d84d26ebc1a3e1087755fe_thumbnail_220x293.jpg,2024-01-17 05:17:27.177282,rw2207227401781661,https://us.shein.com/Harley-Quinn-ROMWE-Slogan-Figure-Graphic-Drop-Shoulder-Tee-p-11459830.html,1738
