Title,Composition,Price,Image,Timestamp,SKU,Link
SHEIN LUNE Solid Raglan Sleeve Pocket Patched Tee,"95% Polyester, 5% Elastane",8.99,https://img.ltwebstatic.com/images3_pi/2023/10/14/34/1697260286b770b6ce0afbce9850c626b2084c3ae4_thumbnail_220x293.jpg,2023-11-13 00:44:28.396959,sz2309205236337137,https://us.shein.com/SHEIN-LUNE-Solid-Raglan-Sleeve-Pocket-Patched-Tee-p-24105674-cat-1738.html
