Title,Composition,Price,Image,Timestamp,SKU,Link,Type
SHEIN Clasi Women's Floral Print Puff Sleeve T-Shirt With Sweetheart Collar,"95% Polyester, 5% Elastane",7.39,https://img.ltwebstatic.com/images3_pi/2024/01/17/29/17054700077e151be6eaaf71cc3b6b3d74f23338ad_thumbnail_220x293.jpg,2024-02-26 05:15:10.107807,sw2301062795602230,https://us.shein.com/SHEIN-Clasi-Women-s-Floral-Print-Puff-Sleeve-T-Shirt-With-Sweetheart-Collar-p-29221774.html,1738
