Title,Composition,Price,Image,Timestamp,SKU,Link,Type
WB 100th | ROMWE Comic Figure Print Tee,"95% Polyester, 5% Elastane",9.99,https://img.ltwebstatic.com/images3_pi/2023/03/24/1679636229fcea64def29baf265ae0d2e81e315744_thumbnail_220x293.jpg,2024-01-13 05:15:47.399913,rw2301318638679766,https://us.shein.com/WB-100th-ROMWE-Comic-Figure-Print-Tee-p-14516414.html,1738
