Title,Composition,Price,Image,Timestamp,SKU,Link,Type
SHEIN WYWH Ladies' Flower Print Strapless Top,"95% Polyester, 5% Elastane",3.89,https://img.ltwebstatic.com/images3_pi/2023/12/22/85/1703217913db61720398dbef6b1f13f999b2db620e_thumbnail_220x293.jpg,2024-01-21 06:14:43.507445,sz2303081193135227,https://us.shein.com/SHEIN-WYWH-Ladies-Flower-Print-Strapless-Top-p-28056294.html,2223
