Title,Composition,Price,Image,Timestamp,SKU,Link
SHEIN Unity Ruffle Cuff Embroidery Mesh Sheer Top,100% Polyester,7.49,https://img.ltwebstatic.com/images3_pi/2023/11/02/99/1698925033caf514ecbb891e62d845bd264b8bf79d_thumbnail_220x293.jpg,2023-12-04 00:27:24.220159,sS1903250014377704,https://us.shein.com/SHEIN-Unity-Ruffle-Cuff-Embroidery-Mesh-Sheer-Top-p-25839335-cat-2223.html
