Title,Composition,Price,Image,Timestamp,SKU,Link,Type
Harley Quinn | ROMWE Letter Graphic Colorblock Tee,"95% Polyester, 5% Elastane",7.0,https://img.ltwebstatic.com/images3_pi/2023/08/24/bc/1692861904675451239a60284a34f56b3138354039_thumbnail_220x293.jpg,2024-01-20 05:43:24.845821,rz2308049280539900,https://us.shein.com/Harley-Quinn-ROMWE-Letter-Graphic-Colorblock-Tee-p-23023444.html,1738
